DATE_DT,DAY_NUM,DAY_NAME,DAY_SHORT_NAME,DATE_SHORT_NAME,DATE_ID,DATE_OFFSET_NUM,CALENDAR_WEEK_ID,CALENDAR_WEEK_NUM,CALENDAR_WEEK_NAME,CALENDAR_WEEK_OFFSET_NUM,CALENDAR_MONTH_ID,CALENDAR_MONTH_NUM,CALENDAR_MONTH_NAME,CALENDAR_MONTH_SHORT_NAME,CALENDAR_MONTH_OFFSET_NUM,CALENDAR_QUARTER_ID,CALENDAR_QUARTER_NUM,CALENDAR_QUARTER_NAME,CALENDAR_QUARTER_OFFSET_NUM,CALENDAR_YEAR_ID,CALENDAR_YEAR_NAME,CALENDAR_YEAR_OFFSET_NUM,FISCAL_WEEK_ID,FISCAL_WEEK_NUM,FISCAL_WEEK_NAME,FISCAL_WEEK_SHORT_NAME,FISCAL_WEEK_OFFSET_NUM,FISCAL_PERIOD_ID,FISCAL_PERIOD_NUM,FISCAL_PERIOD_NAME,FISCAL_PERIOD_SHORT_NAME,FISCAL_PERIOD_OFFSET_NUM,FISCAL_QUARTER_ID,FISCAL_QUARTER_NUM,FISCAL_QUARTER_NAME,FISCAL_QUARTER_SHORT_NAME,FISCAL_QUARTER_OFFSET_NUM,FISCAL_YEAR_ID,FISCAL_YEAR_NAME,FISCAL_YEAR_OFFSET_NUM
7/16/2021,5,Friday,Fri,"Jul 16,2021",20210716,-395,202129,29,29,-57,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202124,24,Week 24,24,-57,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
7/17/2021,6,Saturday,Sat,"Jul 17,2021",20210717,-394,202129,29,29,-57,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202124,24,Week 24,24,-57,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
7/20/2021,2,Tuesday,Tue,"Jul 20,2021",20210720,-391,202129,29,29,-56,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202125,25,Week 25,25,-56,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
7/23/2021,5,Friday,Fri,"Jul 23,2021",20210723,-388,202130,30,30,-56,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202125,25,Week 25,25,-56,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
7/25/2021,7,Sunday,Sun,"Jul 25,2021",20210725,-386,202130,30,30,-56,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202125,25,Week 25,25,-56,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
7/27/2021,2,Tuesday,Tue,"Jul 27,2021",20210727,-384,202130,30,30,-55,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202126,26,Week 26,26,-55,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
7/28/2021,3,Wednesday,Wed,"Jul 28,2021",20210728,-383,202130,30,30,-55,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202126,26,Week 26,26,-55,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
7/30/2021,5,Friday,Fri,"Jul 30,2021",20210730,-381,202131,31,31,-55,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202126,26,Week 26,26,-55,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
8/1/2021,7,Sunday,Sun,"Aug 01,2021",20210801,-379,202131,31,31,-55,202108,8,August,Aug,-12,20213,3,Q3,-4,2021,2021,-1,202126,26,Week 26,26,-55,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
8/7/2021,6,Saturday,Sat,"Aug 07,2021",20210807,-373,202132,32,32,-54,202108,8,August,Aug,-12,20213,3,Q3,-4,2021,2021,-1,202127,27,Week 27,27,-54,202107,7,Period 07,P07,-12,20213,3,Quarter 3,Q3,-4,2021,2021,-1
8/9/2021,1,Monday,Mon,"Aug 09,2021",20210809,-371,202132,32,32,-53,202108,8,August,Aug,-12,20213,3,Q3,-4,2021,2021,-1,202128,28,Week 28,28,-53,202107,7,Period 07,P07,-12,20213,3,Quarter 3,Q3,-4,2021,2021,-1
8/10/2021,2,Tuesday,Tue,"Aug 10,2021",20210810,-370,202132,32,32,-53,202108,8,August,Aug,-12,20213,3,Q3,-4,2021,2021,-1,202128,28,Week 28,28,-53,202107,7,Period 07,P07,-12,20213,3,Quarter 3,Q3,-4,2021,2021,-1
8/11/2021,3,Wednesday,Wed,"Aug 11,2021",20210811,-369,202132,32,32,-53,202108,8,August,Aug,-12,20213,3,Q3,-4,2021,2021,-1,202128,28,Week 28,28,-53,202107,7,Period 07,P07,-12,20213,3,Quarter 3,Q3,-4,2021,2021,-1
8/13/2021,5,Friday,Fri,"Aug 13,2021",20210813,-367,202133,33,33,-53,202108,8,August,Aug,-12,20213,3,Q3,-4,2021,2021,-1,202128,28,Week 28,28,-53,202107,7,Period 07,P07,-12,20213,3,Quarter 3,Q3,-4,2021,2021,-1
8/21/2021,6,Saturday,Sat,"Aug 21,2021",20210821,-359,202134,34,34,-52,202108,8,August,Aug,-12,20213,3,Q3,-4,2021,2021,-1,202129,29,Week 29,29,-52,202107,7,Period 07,P07,-12,20213,3,Quarter 3,Q3,-4,2021,2021,-1
8/27/2021,5,Friday,Fri,"Aug 27,2021",20210827,-353,202135,35,35,-51,202108,8,August,Aug,-12,20213,3,Q3,-4,2021,2021,-1,202130,30,Week 30,30,-51,202107,7,Period 07,P07,-12,20213,3,Quarter 3,Q3,-4,2021,2021,-1
8/30/2021,1,Monday,Mon,"Aug 30,2021",20210830,-350,202135,35,35,-50,202108,8,August,Aug,-12,20213,3,Q3,-4,2021,2021,-1,202131,31,Week 31,31,-50,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
9/1/2021,3,Wednesday,Wed,"Sep 01,2021",20210901,-348,202135,35,35,-50,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202131,31,Week 31,31,-50,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
9/2/2021,4,Thursday,Thu,"Sep 02,2021",20210902,-347,202135,35,35,-50,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202131,31,Week 31,31,-50,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
9/5/2021,7,Sunday,Sun,"Sep 05,2021",20210905,-344,202136,36,36,-50,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202131,31,Week 31,31,-50,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
9/8/2021,3,Wednesday,Wed,"Sep 08,2021",20210908,-341,202136,36,36,-49,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202132,32,Week 32,32,-49,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
9/9/2021,4,Thursday,Thu,"Sep 09,2021",20210909,-340,202136,36,36,-49,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202132,32,Week 32,32,-49,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
9/13/2021,1,Monday,Mon,"Sep 13,2021",20210913,-336,202137,37,37,-48,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202133,33,Week 33,33,-48,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
9/14/2021,2,Tuesday,Tue,"Sep 14,2021",20210914,-335,202137,37,37,-48,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202133,33,Week 33,33,-48,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
9/16/2021,4,Thursday,Thu,"Sep 16,2021",20210916,-333,202137,37,37,-48,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202133,33,Week 33,33,-48,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
9/20/2021,1,Monday,Mon,"Sep 20,2021",20210920,-329,202138,38,38,-47,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202134,34,Week 34,34,-47,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
9/21/2021,2,Tuesday,Tue,"Sep 21,2021",20210921,-328,202138,38,38,-47,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202134,34,Week 34,34,-47,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
9/22/2021,3,Wednesday,Wed,"Sep 22,2021",20210922,-327,202138,38,38,-47,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202134,34,Week 34,34,-47,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
9/30/2021,4,Thursday,Thu,"Sep 30,2021",20210930,-319,202139,39,39,-46,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202135,35,Week 35,35,-46,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
10/2/2021,6,Saturday,Sat,"Oct 02,2021",20211002,-317,202140,40,40,-46,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202135,35,Week 35,35,-46,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
10/4/2021,1,Monday,Mon,"Oct 04,2021",20211004,-315,202140,40,40,-45,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202136,36,Week 36,36,-45,202109,9,Period 09,P09,-10,20213,3,Quarter 3,Q3,-4,2021,2021,-1
10/7/2021,4,Thursday,Thu,"Oct 07,2021",20211007,-312,202140,40,40,-45,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202136,36,Week 36,36,-45,202109,9,Period 09,P09,-10,20213,3,Quarter 3,Q3,-4,2021,2021,-1
10/8/2021,5,Friday,Fri,"Oct 08,2021",20211008,-311,202141,41,41,-45,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202136,36,Week 36,36,-45,202109,9,Period 09,P09,-10,20213,3,Quarter 3,Q3,-4,2021,2021,-1
10/9/2021,6,Saturday,Sat,"Oct 09,2021",20211009,-310,202141,41,41,-45,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202136,36,Week 36,36,-45,202109,9,Period 09,P09,-10,20213,3,Quarter 3,Q3,-4,2021,2021,-1
10/16/2021,6,Saturday,Sat,"Oct 16,2021",20211016,-303,202142,42,42,-44,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202137,37,Week 37,37,-44,202109,9,Period 09,P09,-10,20213,3,Quarter 3,Q3,-4,2021,2021,-1
10/19/2021,2,Tuesday,Tue,"Oct 19,2021",20211019,-300,202142,42,42,-43,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202138,38,Week 38,38,-43,202109,9,Period 09,P09,-10,20213,3,Quarter 3,Q3,-4,2021,2021,-1
10/25/2021,1,Monday,Mon,"Oct 25,2021",20211025,-294,202143,43,43,-42,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202139,39,Week 39,39,-42,202109,9,Period 09,P09,-10,20213,3,Quarter 3,Q3,-4,2021,2021,-1
10/28/2021,4,Thursday,Thu,"Oct 28,2021",20211028,-291,202143,43,43,-42,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202139,39,Week 39,39,-42,202109,9,Period 09,P09,-10,20213,3,Quarter 3,Q3,-4,2021,2021,-1
10/30/2021,6,Saturday,Sat,"Oct 30,2021",20211030,-289,202144,44,44,-42,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202139,39,Week 39,39,-42,202109,9,Period 09,P09,-10,20213,3,Quarter 3,Q3,-4,2021,2021,-1
10/31/2021,7,Sunday,Sun,"Oct 31,2021",20211031,-288,202144,44,44,-42,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202139,39,Week 39,39,-42,202109,9,Period 09,P09,-10,20213,3,Quarter 3,Q3,-4,2021,2021,-1
11/1/2021,1,Monday,Mon,"Nov 01,2021",20211101,-287,202144,44,44,-41,202111,11,November,Nov,-9,20214,4,Q4,-3,2021,2021,-1,202140,40,Week 40,40,-41,202110,10,Period 10,P10,-9,20214,4,Quarter 4,Q4,-3,2021,2021,-1
11/2/2021,2,Tuesday,Tue,"Nov 02,2021",20211102,-286,202144,44,44,-41,202111,11,November,Nov,-9,20214,4,Q4,-3,2021,2021,-1,202140,40,Week 40,40,-41,202110,10,Period 10,P10,-9,20214,4,Quarter 4,Q4,-3,2021,2021,-1
11/3/2021,3,Wednesday,Wed,"Nov 03,2021",20211103,-285,202144,44,44,-41,202111,11,November,Nov,-9,20214,4,Q4,-3,2021,2021,-1,202140,40,Week 40,40,-41,202110,10,Period 10,P10,-9,20214,4,Quarter 4,Q4,-3,2021,2021,-1
11/7/2021,7,Sunday,Sun,"Nov 07,2021",20211107,-281,202145,45,45,-41,202111,11,November,Nov,-9,20214,4,Q4,-3,2021,2021,-1,202140,40,Week 40,40,-41,202110,10,Period 10,P10,-9,20214,4,Quarter 4,Q4,-3,2021,2021,-1
11/9/2021,2,Tuesday,Tue,"Nov 09,2021",20211109,-279,202145,45,45,-40,202111,11,November,Nov,-9,20214,4,Q4,-3,2021,2021,-1,202141,41,Week 41,41,-40,202110,10,Period 10,P10,-9,20214,4,Quarter 4,Q4,-3,2021,2021,-1
11/10/2021,3,Wednesday,Wed,"Nov 10,2021",20211110,-278,202145,45,45,-40,202111,11,November,Nov,-9,20214,4,Q4,-3,2021,2021,-1,202141,41,Week 41,41,-40,202110,10,Period 10,P10,-9,20214,4,Quarter 4,Q4,-3,2021,2021,-1
11/13/2021,6,Saturday,Sat,"Nov 13,2021",20211113,-275,202146,46,46,-40,202111,11,November,Nov,-9,20214,4,Q4,-3,2021,2021,-1,202141,41,Week 41,41,-40,202110,10,Period 10,P10,-9,20214,4,Quarter 4,Q4,-3,2021,2021,-1
11/18/2021,4,Thursday,Thu,"Nov 18,2021",20211118,-270,202146,46,46,-39,202111,11,November,Nov,-9,20214,4,Q4,-3,2021,2021,-1,202142,42,Week 42,42,-39,202110,10,Period 10,P10,-9,20214,4,Quarter 4,Q4,-3,2021,2021,-1
11/21/2021,7,Sunday,Sun,"Nov 21,2021",20211121,-267,202147,47,47,-39,202111,11,November,Nov,-9,20214,4,Q4,-3,2021,2021,-1,202142,42,Week 42,42,-39,202110,10,Period 10,P10,-9,20214,4,Quarter 4,Q4,-3,2021,2021,-1
11/26/2021,5,Friday,Fri,"Nov 26,2021",20211126,-262,202148,48,48,-38,202111,11,November,Nov,-9,20214,4,Q4,-3,2021,2021,-1,202143,43,Week 43,43,-38,202110,10,Period 10,P10,-9,20214,4,Quarter 4,Q4,-3,2021,2021,-1
11/28/2021,7,Sunday,Sun,"Nov 28,2021",20211128,-260,202148,48,48,-38,202111,11,November,Nov,-9,20214,4,Q4,-3,2021,2021,-1,202143,43,Week 43,43,-38,202110,10,Period 10,P10,-9,20214,4,Quarter 4,Q4,-3,2021,2021,-1
12/7/2021,2,Tuesday,Tue,"Dec 07,2021",20211207,-251,202149,49,49,-36,202112,12,December,Dec,-8,20214,4,Q4,-3,2021,2021,-1,202145,45,Week 45,45,-36,202111,11,Period 11,P11,-8,20214,4,Quarter 4,Q4,-3,2021,2021,-1
12/9/2021,4,Thursday,Thu,"Dec 09,2021",20211209,-249,202149,49,49,-36,202112,12,December,Dec,-8,20214,4,Q4,-3,2021,2021,-1,202145,45,Week 45,45,-36,202111,11,Period 11,P11,-8,20214,4,Quarter 4,Q4,-3,2021,2021,-1
12/19/2021,7,Sunday,Sun,"Dec 19,2021",20211219,-239,202151,51,51,-35,202112,12,December,Dec,-8,20214,4,Q4,-3,2021,2021,-1,202146,46,Week 46,46,-35,202111,11,Period 11,P11,-8,20214,4,Quarter 4,Q4,-3,2021,2021,-1
12/21/2021,2,Tuesday,Tue,"Dec 21,2021",20211221,-237,202151,51,51,-34,202112,12,December,Dec,-8,20214,4,Q4,-3,2021,2021,-1,202147,47,Week 47,47,-34,202111,11,Period 11,P11,-8,20214,4,Quarter 4,Q4,-3,2021,2021,-1
12/31/2021,5,Friday,Fri,"Dec 31,2021",20211231,-227,202153,53,53,-33,202112,12,December,Dec,-8,20214,4,Q4,-3,2021,2021,-1,202148,48,Week 48,48,-33,202111,11,Period 11,P11,-8,20214,4,Quarter 4,Q4,-3,2021,2021,-1
1/2/2022,7,Sunday,Sun,"Jan 02,2022",20220102,-225,202201,1,1,-33,202201,1,January,Jan,-7,20221,1,Q1,-2,2022,2022,0,202148,48,Week 48,48,-33,202111,11,Period 11,P11,-8,20214,4,Quarter 4,Q4,-3,2021,2021,-1
1/7/2022,5,Friday,Fri,"Jan 07,2022",20220107,-220,202201,1,1,-32,202201,1,January,Jan,-7,20221,1,Q1,-2,2022,2022,0,202149,49,Week 49,49,-32,202112,12,Period 12,P12,-7,20214,4,Quarter 4,Q4,-3,2021,2021,-1
1/10/2022,1,Monday,Mon,"Jan 10,2022",20220110,-217,202202,2,2,-31,202201,1,January,Jan,-7,20221,1,Q1,-2,2022,2022,0,202150,50,Week 50,50,-31,202112,12,Period 12,P12,-7,20214,4,Quarter 4,Q4,-3,2021,2021,-1
1/12/2022,3,Wednesday,Wed,"Jan 12,2022",20220112,-215,202202,2,2,-31,202201,1,January,Jan,-7,20221,1,Q1,-2,2022,2022,0,202150,50,Week 50,50,-31,202112,12,Period 12,P12,-7,20214,4,Quarter 4,Q4,-3,2021,2021,-1
4/11/2021,7,Sunday,Sun,"Apr 11,2021",20210411,-491,202115,15,15,-71,202104,4,April,Apr,-16,20212,2,Q2,-5,2021,2021,-1,202110,10,Week 10,10,-71,202103,3,Period 03,P03,-16,20211,1,Quarter 1,Q1,-6,2021,2021,-1
5/2/2021,7,Sunday,Sun,"May 02,2021",20210502,-470,202118,18,18,-68,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202113,13,Week 13,13,-68,202103,3,Period 03,P03,-16,20211,1,Quarter 1,Q1,-6,2021,2021,-1
5/24/2021,1,Monday,Mon,"May 24,2021",20210524,-448,202121,21,21,-64,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202117,17,Week 17,17,-64,202104,4,Period 04,P04,-15,20212,2,Quarter 2,Q2,-5,2021,2021,-1
6/25/2021,5,Friday,Fri,"Jun 25,2021",20210625,-416,202126,26,26,-60,202106,6,June,Jun,-14,20212,2,Q2,-5,2021,2021,-1,202121,21,Week 21,21,-60,202105,5,Period 05,P05,-14,20212,2,Quarter 2,Q2,-5,2021,2021,-1
7/31/2021,6,Saturday,Sat,"Jul 31,2021",20210731,-380,202131,31,31,-55,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202126,26,Week 26,26,-55,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
9/3/2021,5,Friday,Fri,"Sep 03,2021",20210903,-346,202136,36,36,-50,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202131,31,Week 31,31,-50,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
10/5/2021,2,Tuesday,Tue,"Oct 05,2021",20211005,-314,202140,40,40,-45,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202136,36,Week 36,36,-45,202109,9,Period 09,P09,-10,20213,3,Quarter 3,Q3,-4,2021,2021,-1
11/12/2021,5,Friday,Fri,"Nov 12,2021",20211112,-276,202146,46,46,-40,202111,11,November,Nov,-9,20214,4,Q4,-3,2021,2021,-1,202141,41,Week 41,41,-40,202110,10,Period 10,P10,-9,20214,4,Quarter 4,Q4,-3,2021,2021,-1
11/17/2021,3,Wednesday,Wed,"Nov 17,2021",20211117,-271,202146,46,46,-39,202111,11,November,Nov,-9,20214,4,Q4,-3,2021,2021,-1,202142,42,Week 42,42,-39,202110,10,Period 10,P10,-9,20214,4,Quarter 4,Q4,-3,2021,2021,-1
12/6/2021,1,Monday,Mon,"Dec 06,2021",20211206,-252,202149,49,49,-36,202112,12,December,Dec,-8,20214,4,Q4,-3,2021,2021,-1,202145,45,Week 45,45,-36,202111,11,Period 11,P11,-8,20214,4,Quarter 4,Q4,-3,2021,2021,-1
12/30/2021,4,Thursday,Thu,"Dec 30,2021",20211230,-228,202152,52,52,-33,202112,12,December,Dec,-8,20214,4,Q4,-3,2021,2021,-1,202148,48,Week 48,48,-33,202111,11,Period 11,P11,-8,20214,4,Quarter 4,Q4,-3,2021,2021,-1
1/29/2022,6,Saturday,Sat,"Jan 29,2022",20220129,-198,202205,5,5,-29,202201,1,January,Jan,-7,20221,1,Q1,-2,2022,2022,0,202152,52,Week 52,52,-29,202112,12,Period 12,P12,-7,20214,4,Quarter 4,Q4,-3,2021,2021,-1
2/24/2022,4,Thursday,Thu,"Feb 24,2022",20220224,-172,202208,8,8,-25,202202,2,February,Feb,-6,20221,1,Q1,-2,2022,2022,0,202204,4,Week 04,4,-25,202201,1,Period 01,P01,-6,20221,1,Quarter 1,Q1,-2,2022,2022,0
1/13/2022,4,Thursday,Thu,"Jan 13,2022",20220113,-214,202202,2,2,-31,202201,1,January,Jan,-7,20221,1,Q1,-2,2022,2022,0,202150,50,Week 50,50,-31,202112,12,Period 12,P12,-7,20214,4,Quarter 4,Q4,-3,2021,2021,-1
1/14/2022,5,Friday,Fri,"Jan 14,2022",20220114,-213,202202,2,2,-31,202201,1,January,Jan,-7,20221,1,Q1,-2,2022,2022,0,202150,50,Week 50,50,-31,202112,12,Period 12,P12,-7,20214,4,Quarter 4,Q4,-3,2021,2021,-1
1/16/2022,7,Sunday,Sun,"Jan 16,2022",20220116,-211,202203,3,3,-31,202201,1,January,Jan,-7,20221,1,Q1,-2,2022,2022,0,202150,50,Week 50,50,-31,202112,12,Period 12,P12,-7,20214,4,Quarter 4,Q4,-3,2021,2021,-1
1/17/2022,1,Monday,Mon,"Jan 17,2022",20220117,-210,202203,3,3,-30,202201,1,January,Jan,-7,20221,1,Q1,-2,2022,2022,0,202151,51,Week 51,51,-30,202112,12,Period 12,P12,-7,20214,4,Quarter 4,Q4,-3,2021,2021,-1
1/21/2022,5,Friday,Fri,"Jan 21,2022",20220121,-206,202203,3,3,-30,202201,1,January,Jan,-7,20221,1,Q1,-2,2022,2022,0,202151,51,Week 51,51,-30,202112,12,Period 12,P12,-7,20214,4,Quarter 4,Q4,-3,2021,2021,-1
1/27/2022,4,Thursday,Thu,"Jan 27,2022",20220127,-200,202204,4,4,-29,202201,1,January,Jan,-7,20221,1,Q1,-2,2022,2022,0,202152,52,Week 52,52,-29,202112,12,Period 12,P12,-7,20214,4,Quarter 4,Q4,-3,2021,2021,-1
1/30/2022,7,Sunday,Sun,"Jan 30,2022",20220130,-197,202205,5,5,-29,202201,1,January,Jan,-7,20221,1,Q1,-2,2022,2022,0,202152,52,Week 52,52,-29,202112,12,Period 12,P12,-7,20214,4,Quarter 4,Q4,-3,2021,2021,-1
2/2/2022,3,Wednesday,Wed,"Feb 02,2022",20220202,-194,202205,5,5,-28,202202,2,February,Feb,-6,20221,1,Q1,-2,2022,2022,0,202201,1,Week 01,1,-28,202201,1,Period 01,P01,-6,20221,1,Quarter 1,Q1,-2,2022,2022,0
2/5/2022,6,Saturday,Sat,"Feb 05,2022",20220205,-191,202206,6,6,-28,202202,2,February,Feb,-6,20221,1,Q1,-2,2022,2022,0,202201,1,Week 01,1,-28,202201,1,Period 01,P01,-6,20221,1,Quarter 1,Q1,-2,2022,2022,0
2/7/2022,1,Monday,Mon,"Feb 07,2022",20220207,-189,202206,6,6,-27,202202,2,February,Feb,-6,20221,1,Q1,-2,2022,2022,0,202202,2,Week 02,2,-27,202201,1,Period 01,P01,-6,20221,1,Quarter 1,Q1,-2,2022,2022,0
2/8/2022,2,Tuesday,Tue,"Feb 08,2022",20220208,-188,202206,6,6,-27,202202,2,February,Feb,-6,20221,1,Q1,-2,2022,2022,0,202202,2,Week 02,2,-27,202201,1,Period 01,P01,-6,20221,1,Quarter 1,Q1,-2,2022,2022,0
2/9/2022,3,Wednesday,Wed,"Feb 09,2022",20220209,-187,202206,6,6,-27,202202,2,February,Feb,-6,20221,1,Q1,-2,2022,2022,0,202202,2,Week 02,2,-27,202201,1,Period 01,P01,-6,20221,1,Quarter 1,Q1,-2,2022,2022,0
2/11/2022,5,Friday,Fri,"Feb 11,2022",20220211,-185,202206,6,6,-27,202202,2,February,Feb,-6,20221,1,Q1,-2,2022,2022,0,202202,2,Week 02,2,-27,202201,1,Period 01,P01,-6,20221,1,Quarter 1,Q1,-2,2022,2022,0
2/14/2022,1,Monday,Mon,"Feb 14,2022",20220214,-182,202207,7,7,-26,202202,2,February,Feb,-6,20221,1,Q1,-2,2022,2022,0,202203,3,Week 03,3,-26,202201,1,Period 01,P01,-6,20221,1,Quarter 1,Q1,-2,2022,2022,0
2/16/2022,3,Wednesday,Wed,"Feb 16,2022",20220216,-180,202207,7,7,-26,202202,2,February,Feb,-6,20221,1,Q1,-2,2022,2022,0,202203,3,Week 03,3,-26,202201,1,Period 01,P01,-6,20221,1,Quarter 1,Q1,-2,2022,2022,0
2/22/2022,2,Tuesday,Tue,"Feb 22,2022",20220222,-174,202208,8,8,-25,202202,2,February,Feb,-6,20221,1,Q1,-2,2022,2022,0,202204,4,Week 04,4,-25,202201,1,Period 01,P01,-6,20221,1,Quarter 1,Q1,-2,2022,2022,0
2/26/2022,6,Saturday,Sat,"Feb 26,2022",20220226,-170,202209,9,9,-25,202202,2,February,Feb,-6,20221,1,Q1,-2,2022,2022,0,202204,4,Week 04,4,-25,202201,1,Period 01,P01,-6,20221,1,Quarter 1,Q1,-2,2022,2022,0
2/27/2022,7,Sunday,Sun,"Feb 27,2022",20220227,-169,202209,9,9,-25,202202,2,February,Feb,-6,20221,1,Q1,-2,2022,2022,0,202204,4,Week 04,4,-25,202201,1,Period 01,P01,-6,20221,1,Quarter 1,Q1,-2,2022,2022,0
3/2/2022,3,Wednesday,Wed,"Mar 02,2022",20220302,-166,202209,9,9,-24,202203,3,March,Mar,-5,20221,1,Q1,-2,2022,2022,0,202205,5,Week 05,5,-24,202202,2,Period 02,P02,-5,20221,1,Quarter 1,Q1,-2,2022,2022,0
3/6/2022,7,Sunday,Sun,"Mar 06,2022",20220306,-162,202210,10,10,-24,202203,3,March,Mar,-5,20221,1,Q1,-2,2022,2022,0,202205,5,Week 05,5,-24,202202,2,Period 02,P02,-5,20221,1,Quarter 1,Q1,-2,2022,2022,0
3/7/2022,1,Monday,Mon,"Mar 07,2022",20220307,-161,202210,10,10,-23,202203,3,March,Mar,-5,20221,1,Q1,-2,2022,2022,0,202206,6,Week 06,6,-23,202202,2,Period 02,P02,-5,20221,1,Quarter 1,Q1,-2,2022,2022,0
3/11/2022,5,Friday,Fri,"Mar 11,2022",20220311,-157,202210,10,10,-23,202203,3,March,Mar,-5,20221,1,Q1,-2,2022,2022,0,202206,6,Week 06,6,-23,202202,2,Period 02,P02,-5,20221,1,Quarter 1,Q1,-2,2022,2022,0
3/13/2022,7,Sunday,Sun,"Mar 13,2022",20220313,-155,202211,11,11,-23,202203,3,March,Mar,-5,20221,1,Q1,-2,2022,2022,0,202206,6,Week 06,6,-23,202202,2,Period 02,P02,-5,20221,1,Quarter 1,Q1,-2,2022,2022,0
