DATE_DT,DAY_NUM,DAY_NAME,DAY_SHORT_NAME,DATE_SHORT_NAME,DATE_ID,DATE_OFFSET_NUM,CALENDAR_WEEK_ID,CALENDAR_WEEK_NUM,CALENDAR_WEEK_NAME,CALENDAR_WEEK_OFFSET_NUM,CALENDAR_MONTH_ID,CALENDAR_MONTH_NUM,CALENDAR_MONTH_NAME,CALENDAR_MONTH_SHORT_NAME,CALENDAR_MONTH_OFFSET_NUM,CALENDAR_QUARTER_ID,CALENDAR_QUARTER_NUM,CALENDAR_QUARTER_NAME,CALENDAR_QUARTER_OFFSET_NUM,CALENDAR_YEAR_ID,CALENDAR_YEAR_NAME,CALENDAR_YEAR_OFFSET_NUM,FISCAL_WEEK_ID,FISCAL_WEEK_NUM,FISCAL_WEEK_NAME,FISCAL_WEEK_SHORT_NAME,FISCAL_WEEK_OFFSET_NUM,FISCAL_PERIOD_ID,FISCAL_PERIOD_NUM,FISCAL_PERIOD_NAME,FISCAL_PERIOD_SHORT_NAME,FISCAL_PERIOD_OFFSET_NUM,FISCAL_QUARTER_ID,FISCAL_QUARTER_NUM,FISCAL_QUARTER_NAME,FISCAL_QUARTER_SHORT_NAME,FISCAL_QUARTER_OFFSET_NUM,FISCAL_YEAR_ID,FISCAL_YEAR_NAME,FISCAL_YEAR_OFFSET_NUM
10/15/2021,5,Friday,Fri,"Oct 15,2021",20211015,-304,202142,42,42,-44,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202137,37,Week 37,37,-44,202109,9,Period 09,P09,-10,20213,3,Quarter 3,Q3,-4,2021,2021,-1
9/7/2021,2,Tuesday,Tue,"Sep 07,2021",20210907,-342,202136,36,36,-49,202109,9,September,Sep,-11,20213,3,Q3,-4,2021,2021,-1,202132,32,Week 32,32,-49,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
8/19/2021,4,Thursday,Thu,"Aug 19,2021",20210819,-361,202133,33,33,-52,202108,8,August,Aug,-12,20213,3,Q3,-4,2021,2021,-1,202129,29,Week 29,29,-52,202107,7,Period 07,P07,-12,20213,3,Quarter 3,Q3,-4,2021,2021,-1
8/14/2021,6,Saturday,Sat,"Aug 14,2021",20210814,-366,202133,33,33,-53,202108,8,August,Aug,-12,20213,3,Q3,-4,2021,2021,-1,202128,28,Week 28,28,-53,202107,7,Period 07,P07,-12,20213,3,Quarter 3,Q3,-4,2021,2021,-1
7/14/2021,3,Wednesday,Wed,"Jul 14,2021",20210714,-397,202128,28,28,-57,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202124,24,Week 24,24,-57,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
5/26/2021,3,Wednesday,Wed,"May 26,2021",20210526,-446,202121,21,21,-64,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202117,17,Week 17,17,-64,202104,4,Period 04,P04,-15,20212,2,Quarter 2,Q2,-5,2021,2021,-1
4/27/2021,2,Tuesday,Tue,"Apr 27,2021",20210427,-475,202117,17,17,-68,202104,4,April,Apr,-16,20212,2,Q2,-5,2021,2021,-1,202113,13,Week 13,13,-68,202103,3,Period 03,P03,-16,20211,1,Quarter 1,Q1,-6,2021,2021,-1
4/20/2021,2,Tuesday,Tue,"Apr 20,2021",20210420,-482,202116,16,16,-69,202104,4,April,Apr,-16,20212,2,Q2,-5,2021,2021,-1,202112,12,Week 12,12,-69,202103,3,Period 03,P03,-16,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/30/2021,2,Tuesday,Tue,"Mar 30,2021",20210330,-503,202113,13,13,-72,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202109,9,Week 09,9,-72,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/15/2021,1,Monday,Mon,"Mar 15,2021",20210315,-518,202111,11,11,-74,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202107,7,Week 07,7,-74,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
1/2/2021,6,Saturday,Sat,"Jan 02,2021",20210102,-590,202101,1,1,-85,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202048,48,Week 48,48,-85,202011,11,Period 11,P11,-20,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/6/2021,3,Wednesday,Wed,"Jan 06,2021",20210106,-586,202101,1,1,-84,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202049,49,Week 49,49,-84,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/7/2021,4,Thursday,Thu,"Jan 07,2021",20210107,-585,202101,1,1,-84,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202049,49,Week 49,49,-84,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/15/2021,5,Friday,Fri,"Jan 15,2021",20210115,-577,202103,3,3,-83,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202050,50,Week 50,50,-83,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/21/2021,4,Thursday,Thu,"Jan 21,2021",20210121,-571,202103,3,3,-82,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202051,51,Week 51,51,-82,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/28/2021,4,Thursday,Thu,"Jan 28,2021",20210128,-564,202104,4,4,-81,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202052,52,Week 52,52,-81,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
2/6/2021,6,Saturday,Sat,"Feb 06,2021",20210206,-555,202106,6,6,-80,202102,2,February,Feb,-18,20211,1,Q1,-6,2021,2021,-1,202101,1,Week 01,1,-80,202101,1,Period 01,P01,-18,20211,1,Quarter 1,Q1,-6,2021,2021,-1
2/13/2021,6,Saturday,Sat,"Feb 13,2021",20210213,-548,202107,7,7,-79,202102,2,February,Feb,-18,20211,1,Q1,-6,2021,2021,-1,202102,2,Week 02,2,-79,202101,1,Period 01,P01,-18,20211,1,Quarter 1,Q1,-6,2021,2021,-1
2/18/2021,4,Thursday,Thu,"Feb 18,2021",20210218,-543,202107,7,7,-78,202102,2,February,Feb,-18,20211,1,Q1,-6,2021,2021,-1,202103,3,Week 03,3,-78,202101,1,Period 01,P01,-18,20211,1,Quarter 1,Q1,-6,2021,2021,-1
2/19/2021,5,Friday,Fri,"Feb 19,2021",20210219,-542,202108,8,8,-78,202102,2,February,Feb,-18,20211,1,Q1,-6,2021,2021,-1,202103,3,Week 03,3,-78,202101,1,Period 01,P01,-18,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/1/2021,1,Monday,Mon,"Mar 01,2021",20210301,-532,202109,9,9,-76,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202105,5,Week 05,5,-76,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/11/2021,4,Thursday,Thu,"Mar 11,2021",20210311,-522,202110,10,10,-75,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202106,6,Week 06,6,-75,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/13/2021,6,Saturday,Sat,"Mar 13,2021",20210313,-520,202111,11,11,-75,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202106,6,Week 06,6,-75,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/17/2021,3,Wednesday,Wed,"Mar 17,2021",20210317,-516,202111,11,11,-74,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202107,7,Week 07,7,-74,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/20/2021,6,Saturday,Sat,"Mar 20,2021",20210320,-513,202112,12,12,-74,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202107,7,Week 07,7,-74,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/26/2021,5,Friday,Fri,"Mar 26,2021",20210326,-507,202113,13,13,-73,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202108,8,Week 08,8,-73,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/28/2021,7,Sunday,Sun,"Mar 28,2021",20210328,-505,202113,13,13,-73,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202108,8,Week 08,8,-73,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
7/18/2022,1,Monday,Mon,"Jul 18,2022",20220718,-28,202229,29,29,-4,202207,7,July,Jul,-1,20223,3,Q3,0,2022,2022,0,202225,25,Week 25,25,-4,202206,6,Period 06,P06,-1,20222,2,Quarter 2,Q2,-1,2022,2022,0
12/14/2021,2,Tuesday,Tue,"Dec 14,2021",20211214,-244,202150,50,50,-35,202112,12,December,Dec,-8,20214,4,Q4,-3,2021,2021,-1,202146,46,Week 46,46,-35,202111,11,Period 11,P11,-8,20214,4,Quarter 4,Q4,-3,2021,2021,-1
10/3/2021,7,Sunday,Sun,"Oct 03,2021",20211003,-316,202140,40,40,-46,202110,10,October,Oct,-10,20214,4,Q4,-3,2021,2021,-1,202135,35,Week 35,35,-46,202108,8,Period 08,P08,-11,20213,3,Quarter 3,Q3,-4,2021,2021,-1
8/16/2021,1,Monday,Mon,"Aug 16,2021",20210816,-364,202133,33,33,-52,202108,8,August,Aug,-12,20213,3,Q3,-4,2021,2021,-1,202129,29,Week 29,29,-52,202107,7,Period 07,P07,-12,20213,3,Quarter 3,Q3,-4,2021,2021,-1
1/4/2021,1,Monday,Mon,"Jan 04,2021",20210104,-588,202101,1,1,-84,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202049,49,Week 49,49,-84,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/9/2021,6,Saturday,Sat,"Jan 09,2021",20210109,-583,202102,2,2,-84,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202049,49,Week 49,49,-84,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/11/2021,1,Monday,Mon,"Jan 11,2021",20210111,-581,202102,2,2,-83,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202050,50,Week 50,50,-83,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/12/2021,2,Tuesday,Tue,"Jan 12,2021",20210112,-580,202102,2,2,-83,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202050,50,Week 50,50,-83,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/14/2021,4,Thursday,Thu,"Jan 14,2021",20210114,-578,202102,2,2,-83,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202050,50,Week 50,50,-83,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/17/2021,7,Sunday,Sun,"Jan 17,2021",20210117,-575,202103,3,3,-83,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202050,50,Week 50,50,-83,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/19/2021,2,Tuesday,Tue,"Jan 19,2021",20210119,-573,202103,3,3,-82,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202051,51,Week 51,51,-82,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/20/2021,3,Wednesday,Wed,"Jan 20,2021",20210120,-572,202103,3,3,-82,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202051,51,Week 51,51,-82,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/24/2021,7,Sunday,Sun,"Jan 24,2021",20210124,-568,202104,4,4,-82,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202051,51,Week 51,51,-82,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/25/2021,1,Monday,Mon,"Jan 25,2021",20210125,-567,202104,4,4,-81,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202052,52,Week 52,52,-81,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/29/2021,5,Friday,Fri,"Jan 29,2021",20210129,-563,202105,5,5,-81,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202052,52,Week 52,52,-81,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/30/2021,6,Saturday,Sat,"Jan 30,2021",20210130,-562,202105,5,5,-81,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202052,52,Week 52,52,-81,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
1/31/2021,7,Sunday,Sun,"Jan 31,2021",20210131,-561,202105,5,5,-81,202101,1,January,Jan,-19,20211,1,Q1,-6,2021,2021,-1,202052,52,Week 52,52,-81,202012,12,Period 12,P12,-19,20204,4,Quarter 4,Q4,-7,2020,2020,-2
2/2/2021,2,Tuesday,Tue,"Feb 02,2021",20210202,-559,202105,5,5,-80,202102,2,February,Feb,-18,20211,1,Q1,-6,2021,2021,-1,202101,1,Week 01,1,-80,202101,1,Period 01,P01,-18,20211,1,Quarter 1,Q1,-6,2021,2021,-1
2/4/2021,4,Thursday,Thu,"Feb 04,2021",20210204,-557,202105,5,5,-80,202102,2,February,Feb,-18,20211,1,Q1,-6,2021,2021,-1,202101,1,Week 01,1,-80,202101,1,Period 01,P01,-18,20211,1,Quarter 1,Q1,-6,2021,2021,-1
2/5/2021,5,Friday,Fri,"Feb 05,2021",20210205,-556,202106,6,6,-80,202102,2,February,Feb,-18,20211,1,Q1,-6,2021,2021,-1,202101,1,Week 01,1,-80,202101,1,Period 01,P01,-18,20211,1,Quarter 1,Q1,-6,2021,2021,-1
2/10/2021,3,Wednesday,Wed,"Feb 10,2021",20210210,-551,202106,6,6,-79,202102,2,February,Feb,-18,20211,1,Q1,-6,2021,2021,-1,202102,2,Week 02,2,-79,202101,1,Period 01,P01,-18,20211,1,Quarter 1,Q1,-6,2021,2021,-1
2/14/2021,7,Sunday,Sun,"Feb 14,2021",20210214,-547,202107,7,7,-79,202102,2,February,Feb,-18,20211,1,Q1,-6,2021,2021,-1,202102,2,Week 02,2,-79,202101,1,Period 01,P01,-18,20211,1,Quarter 1,Q1,-6,2021,2021,-1
2/23/2021,2,Tuesday,Tue,"Feb 23,2021",20210223,-538,202108,8,8,-77,202102,2,February,Feb,-18,20211,1,Q1,-6,2021,2021,-1,202104,4,Week 04,4,-77,202101,1,Period 01,P01,-18,20211,1,Quarter 1,Q1,-6,2021,2021,-1
2/24/2021,3,Wednesday,Wed,"Feb 24,2021",20210224,-537,202108,8,8,-77,202102,2,February,Feb,-18,20211,1,Q1,-6,2021,2021,-1,202104,4,Week 04,4,-77,202101,1,Period 01,P01,-18,20211,1,Quarter 1,Q1,-6,2021,2021,-1
2/26/2021,5,Friday,Fri,"Feb 26,2021",20210226,-535,202109,9,9,-77,202102,2,February,Feb,-18,20211,1,Q1,-6,2021,2021,-1,202104,4,Week 04,4,-77,202101,1,Period 01,P01,-18,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/2/2021,2,Tuesday,Tue,"Mar 02,2021",20210302,-531,202109,9,9,-76,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202105,5,Week 05,5,-76,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/5/2021,5,Friday,Fri,"Mar 05,2021",20210305,-528,202110,10,10,-76,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202105,5,Week 05,5,-76,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/6/2021,6,Saturday,Sat,"Mar 06,2021",20210306,-527,202110,10,10,-76,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202105,5,Week 05,5,-76,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/8/2021,1,Monday,Mon,"Mar 08,2021",20210308,-525,202110,10,10,-75,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202106,6,Week 06,6,-75,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/9/2021,2,Tuesday,Tue,"Mar 09,2021",20210309,-524,202110,10,10,-75,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202106,6,Week 06,6,-75,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/16/2021,2,Tuesday,Tue,"Mar 16,2021",20210316,-517,202111,11,11,-74,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202107,7,Week 07,7,-74,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/18/2021,4,Thursday,Thu,"Mar 18,2021",20210318,-515,202111,11,11,-74,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202107,7,Week 07,7,-74,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/22/2021,1,Monday,Mon,"Mar 22,2021",20210322,-511,202112,12,12,-73,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202108,8,Week 08,8,-73,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/24/2021,3,Wednesday,Wed,"Mar 24,2021",20210324,-509,202112,12,12,-73,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202108,8,Week 08,8,-73,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
3/31/2021,3,Wednesday,Wed,"Mar 31,2021",20210331,-502,202113,13,13,-72,202103,3,March,Mar,-17,20211,1,Q1,-6,2021,2021,-1,202109,9,Week 09,9,-72,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
4/2/2021,5,Friday,Fri,"Apr 02,2021",20210402,-500,202114,14,14,-72,202104,4,April,Apr,-16,20212,2,Q2,-5,2021,2021,-1,202109,9,Week 09,9,-72,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
4/3/2021,6,Saturday,Sat,"Apr 03,2021",20210403,-499,202114,14,14,-72,202104,4,April,Apr,-16,20212,2,Q2,-5,2021,2021,-1,202109,9,Week 09,9,-72,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
4/4/2021,7,Sunday,Sun,"Apr 04,2021",20210404,-498,202114,14,14,-72,202104,4,April,Apr,-16,20212,2,Q2,-5,2021,2021,-1,202109,9,Week 09,9,-72,202102,2,Period 02,P02,-17,20211,1,Quarter 1,Q1,-6,2021,2021,-1
4/9/2021,5,Friday,Fri,"Apr 09,2021",20210409,-493,202115,15,15,-71,202104,4,April,Apr,-16,20212,2,Q2,-5,2021,2021,-1,202110,10,Week 10,10,-71,202103,3,Period 03,P03,-16,20211,1,Quarter 1,Q1,-6,2021,2021,-1
4/10/2021,6,Saturday,Sat,"Apr 10,2021",20210410,-492,202115,15,15,-71,202104,4,April,Apr,-16,20212,2,Q2,-5,2021,2021,-1,202110,10,Week 10,10,-71,202103,3,Period 03,P03,-16,20211,1,Quarter 1,Q1,-6,2021,2021,-1
4/19/2021,1,Monday,Mon,"Apr 19,2021",20210419,-483,202116,16,16,-69,202104,4,April,Apr,-16,20212,2,Q2,-5,2021,2021,-1,202112,12,Week 12,12,-69,202103,3,Period 03,P03,-16,20211,1,Quarter 1,Q1,-6,2021,2021,-1
4/21/2021,3,Wednesday,Wed,"Apr 21,2021",20210421,-481,202116,16,16,-69,202104,4,April,Apr,-16,20212,2,Q2,-5,2021,2021,-1,202112,12,Week 12,12,-69,202103,3,Period 03,P03,-16,20211,1,Quarter 1,Q1,-6,2021,2021,-1
4/28/2021,3,Wednesday,Wed,"Apr 28,2021",20210428,-474,202117,17,17,-68,202104,4,April,Apr,-16,20212,2,Q2,-5,2021,2021,-1,202113,13,Week 13,13,-68,202103,3,Period 03,P03,-16,20211,1,Quarter 1,Q1,-6,2021,2021,-1
5/5/2021,3,Wednesday,Wed,"May 05,2021",20210505,-467,202118,18,18,-67,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202114,14,Week 14,14,-67,202104,4,Period 04,P04,-15,20212,2,Quarter 2,Q2,-5,2021,2021,-1
5/10/2021,1,Monday,Mon,"May 10,2021",20210510,-462,202119,19,19,-66,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202115,15,Week 15,15,-66,202104,4,Period 04,P04,-15,20212,2,Quarter 2,Q2,-5,2021,2021,-1
5/11/2021,2,Tuesday,Tue,"May 11,2021",20210511,-461,202119,19,19,-66,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202115,15,Week 15,15,-66,202104,4,Period 04,P04,-15,20212,2,Quarter 2,Q2,-5,2021,2021,-1
5/13/2021,4,Thursday,Thu,"May 13,2021",20210513,-459,202119,19,19,-66,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202115,15,Week 15,15,-66,202104,4,Period 04,P04,-15,20212,2,Quarter 2,Q2,-5,2021,2021,-1
5/17/2021,1,Monday,Mon,"May 17,2021",20210517,-455,202120,20,20,-65,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202116,16,Week 16,16,-65,202104,4,Period 04,P04,-15,20212,2,Quarter 2,Q2,-5,2021,2021,-1
5/18/2021,2,Tuesday,Tue,"May 18,2021",20210518,-454,202120,20,20,-65,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202116,16,Week 16,16,-65,202104,4,Period 04,P04,-15,20212,2,Quarter 2,Q2,-5,2021,2021,-1
5/19/2021,3,Wednesday,Wed,"May 19,2021",20210519,-453,202120,20,20,-65,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202116,16,Week 16,16,-65,202104,4,Period 04,P04,-15,20212,2,Quarter 2,Q2,-5,2021,2021,-1
5/21/2021,5,Friday,Fri,"May 21,2021",20210521,-451,202121,21,21,-65,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202116,16,Week 16,16,-65,202104,4,Period 04,P04,-15,20212,2,Quarter 2,Q2,-5,2021,2021,-1
5/23/2021,7,Sunday,Sun,"May 23,2021",20210523,-449,202121,21,21,-65,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202116,16,Week 16,16,-65,202104,4,Period 04,P04,-15,20212,2,Quarter 2,Q2,-5,2021,2021,-1
5/25/2021,2,Tuesday,Tue,"May 25,2021",20210525,-447,202121,21,21,-64,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202117,17,Week 17,17,-64,202104,4,Period 04,P04,-15,20212,2,Quarter 2,Q2,-5,2021,2021,-1
5/29/2021,6,Saturday,Sat,"May 29,2021",20210529,-443,202122,22,22,-64,202105,5,May,May,-15,20212,2,Q2,-5,2021,2021,-1,202117,17,Week 17,17,-64,202104,4,Period 04,P04,-15,20212,2,Quarter 2,Q2,-5,2021,2021,-1
6/4/2021,5,Friday,Fri,"Jun 04,2021",20210604,-437,202123,23,23,-63,202106,6,June,Jun,-14,20212,2,Q2,-5,2021,2021,-1,202118,18,Week 18,18,-63,202105,5,Period 05,P05,-14,20212,2,Quarter 2,Q2,-5,2021,2021,-1
6/5/2021,6,Saturday,Sat,"Jun 05,2021",20210605,-436,202123,23,23,-63,202106,6,June,Jun,-14,20212,2,Q2,-5,2021,2021,-1,202118,18,Week 18,18,-63,202105,5,Period 05,P05,-14,20212,2,Quarter 2,Q2,-5,2021,2021,-1
6/8/2021,2,Tuesday,Tue,"Jun 08,2021",20210608,-433,202123,23,23,-62,202106,6,June,Jun,-14,20212,2,Q2,-5,2021,2021,-1,202119,19,Week 19,19,-62,202105,5,Period 05,P05,-14,20212,2,Quarter 2,Q2,-5,2021,2021,-1
6/11/2021,5,Friday,Fri,"Jun 11,2021",20210611,-430,202124,24,24,-62,202106,6,June,Jun,-14,20212,2,Q2,-5,2021,2021,-1,202119,19,Week 19,19,-62,202105,5,Period 05,P05,-14,20212,2,Quarter 2,Q2,-5,2021,2021,-1
6/14/2021,1,Monday,Mon,"Jun 14,2021",20210614,-427,202124,24,24,-61,202106,6,June,Jun,-14,20212,2,Q2,-5,2021,2021,-1,202120,20,Week 20,20,-61,202105,5,Period 05,P05,-14,20212,2,Quarter 2,Q2,-5,2021,2021,-1
6/15/2021,2,Tuesday,Tue,"Jun 15,2021",20210615,-426,202124,24,24,-61,202106,6,June,Jun,-14,20212,2,Q2,-5,2021,2021,-1,202120,20,Week 20,20,-61,202105,5,Period 05,P05,-14,20212,2,Quarter 2,Q2,-5,2021,2021,-1
6/16/2021,3,Wednesday,Wed,"Jun 16,2021",20210616,-425,202124,24,24,-61,202106,6,June,Jun,-14,20212,2,Q2,-5,2021,2021,-1,202120,20,Week 20,20,-61,202105,5,Period 05,P05,-14,20212,2,Quarter 2,Q2,-5,2021,2021,-1
6/17/2021,4,Thursday,Thu,"Jun 17,2021",20210617,-424,202124,24,24,-61,202106,6,June,Jun,-14,20212,2,Q2,-5,2021,2021,-1,202120,20,Week 20,20,-61,202105,5,Period 05,P05,-14,20212,2,Quarter 2,Q2,-5,2021,2021,-1
6/20/2021,7,Sunday,Sun,"Jun 20,2021",20210620,-421,202125,25,25,-61,202106,6,June,Jun,-14,20212,2,Q2,-5,2021,2021,-1,202120,20,Week 20,20,-61,202105,5,Period 05,P05,-14,20212,2,Quarter 2,Q2,-5,2021,2021,-1
6/23/2021,3,Wednesday,Wed,"Jun 23,2021",20210623,-418,202125,25,25,-60,202106,6,June,Jun,-14,20212,2,Q2,-5,2021,2021,-1,202121,21,Week 21,21,-60,202105,5,Period 05,P05,-14,20212,2,Quarter 2,Q2,-5,2021,2021,-1
6/28/2021,1,Monday,Mon,"Jun 28,2021",20210628,-413,202126,26,26,-59,202106,6,June,Jun,-14,20212,2,Q2,-5,2021,2021,-1,202122,22,Week 22,22,-59,202105,5,Period 05,P05,-14,20212,2,Quarter 2,Q2,-5,2021,2021,-1
7/1/2021,4,Thursday,Thu,"Jul 01,2021",20210701,-410,202126,26,26,-59,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202122,22,Week 22,22,-59,202105,5,Period 05,P05,-14,20212,2,Quarter 2,Q2,-5,2021,2021,-1
7/5/2021,1,Monday,Mon,"Jul 05,2021",20210705,-406,202127,27,27,-58,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202123,23,Week 23,23,-58,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
7/11/2021,7,Sunday,Sun,"Jul 11,2021",20210711,-400,202128,28,28,-58,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202123,23,Week 23,23,-58,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
7/13/2021,2,Tuesday,Tue,"Jul 13,2021",20210713,-398,202128,28,28,-57,202107,7,July,Jul,-13,20213,3,Q3,-4,2021,2021,-1,202124,24,Week 24,24,-57,202106,6,Period 06,P06,-13,20212,2,Quarter 2,Q2,-5,2021,2021,-1
